#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPS28	RPL35A	4451031	4449013	9606.ENSP00000472469	9606.ENSP00000419117	0	0	0	0	0.991	0.960	0.900	0.605	0.999
RPS10	RPL13	4451602	4438368	9606.ENSP00000481646	9606.ENSP00000307889	0	0	0	0	0.988	0.991	0.900	0.405	0.999
RPS23	RPS27A	4437320	4436015	9606.ENSP00000296674	9606.ENSP00000272317	0	0	0	0	0.966	0.991	0.900	0.238	0.999
RPS5	RPL22	4451050	4441587	9606.ENSP00000472985	9606.ENSP00000346088	0	0	0	0	0.944	0.987	0.900	0.494	0.999
RPS29	RPL10A	4446487	4444285	9606.ENSP00000379339	9606.ENSP00000363018	0.167	0	0	0	0.996	0.805	0.900	0.436	0.999
RPS5	RPL15	4451050	4438491	9606.ENSP00000472985	9606.ENSP00000309334	0	0	0	0	0.995	0.990	0.900	0.425	0.999
RPL9	RPL35	4448124	4434707	9606.ENSP00000400467	9606.ENSP00000259469	0.295	0	0	0	0.996	0.992	0.900	0.675	0.999
RPL10A	RPL13	4444285	4438368	9606.ENSP00000363018	9606.ENSP00000307889	0	0	0	0	0.995	0.991	0.900	0.155	0.999
RPS9	RPS11	4437909	4435953	9606.ENSP00000302896	9606.ENSP00000270625	0.219	0	0	0	0.987	0.992	0.900	0.698	0.999
RPS24	RPL19	4448728	4433313	9606.ENSP00000414321	9606.ENSP00000225430	0	0	0	0	0.993	0.987	0.900	0.738	0.999
RPL30	RPL35	4449429	4434707	9606.ENSP00000428085	9606.ENSP00000259469	0	0	0	0	0.986	0.992	0.900	0.662	0.999
RPS14	RPS27	4447293	4443123	9606.ENSP00000385958	9606.ENSP00000357555	0	0	0	0	0.998	0.991	0.900	0.810	0.999
NDUFA13	NDUFA3	4449261	4448964	9606.ENSP00000423673	9606.ENSP00000418438	0	0	0	0	0.753	0.942	0.900	0.477	0.999
RPS29	RPL24	4446487	4446224	9606.ENSP00000379339	9606.ENSP00000377640	0	0	0	0	0.985	0.805	0.900	0.369	0.999
RPL35A	RPL5	4449013	4443502	9606.ENSP00000419117	9606.ENSP00000359345	0	0	0	0	0.993	0.977	0.900	0.878	0.999
RPS14	RPS2	4447293	4441195	9606.ENSP00000385958	9606.ENSP00000341885	0.167	0	0.325	0	0.991	0.992	0.900	0.775	0.999
RPL12	RPS23	4442534	4437320	9606.ENSP00000354739	9606.ENSP00000296674	0.167	0	0	0	0.992	0.992	0.900	0.444	0.999
RPLP1	RPL15	4441581	4438491	9606.ENSP00000346037	9606.ENSP00000309334	0	0	0	0	0.971	0.991	0.900	0.476	0.999
GNB2L1	RPS4X	4449378	4444232	9606.ENSP00000426909	9606.ENSP00000362744	0	0	0	0	0.996	0.960	0	0.138	0.999
RPS7	RPL18A	4440923	4433211	9606.ENSP00000339095	9606.ENSP00000222247	0	0	0	0	0.997	0.992	0.900	0.437	0.999
FAU	RPL13	4449743	4438368	9606.ENSP00000435370	9606.ENSP00000307889	0	0	0	0	0.960	0.992	0.900	0.374	0.999
RPS5	RPS28	4451050	4451031	9606.ENSP00000472985	9606.ENSP00000472469	0	0	0	0	0.991	0.967	0.900	0.745	0.999
RPS13	RPS27A	4449762	4436015	9606.ENSP00000435777	9606.ENSP00000272317	0	0	0	0	0.986	0.991	0.900	0.387	0.999
RPS3A	RPL19	4441583	4433313	9606.ENSP00000346050	9606.ENSP00000225430	0	0	0.360	0	0.995	0.992	0.900	0.627	0.999
RPS17	RPL21	4441582	4441579	9606.ENSP00000346046	9606.ENSP00000346027	0	0	0	0	0.977	0.990	0.900	0.578	0.999
RPL35A	RPS3A	4449013	4441583	9606.ENSP00000419117	9606.ENSP00000346050	0	0	0	0	0.995	0.992	0.900	0.247	0.999
RPS7	RPL13	4440923	4438368	9606.ENSP00000339095	9606.ENSP00000307889	0	0	0	0	0.993	0.992	0.900	0.595	0.999
RPS24	RPL13A	4448728	4445957	9606.ENSP00000414321	9606.ENSP00000375730	0	0	0	0	0.994	0.799	0.900	0.532	0.999
RPS7	RPL4	4440923	4438689	9606.ENSP00000339095	9606.ENSP00000311430	0	0	0	0	0.985	0.984	0.900	0.300	0.999
RPL7A	RPL19	4443861	4433313	9606.ENSP00000361076	9606.ENSP00000225430	0	0	0	0	0.995	0.991	0.900	0.841	0.999
RPS20	RPS29	4449502	4446487	9606.ENSP00000429374	9606.ENSP00000379339	0.167	0	0	0	0.990	0.841	0.900	0.759	0.999
RPS17	RPL3	4441582	4441576	9606.ENSP00000346046	9606.ENSP00000346001	0	0	0	0	0.953	0.956	0.900	0.602	0.999
RPLP0	RPL30	4450282	4449429	9606.ENSP00000449328	9606.ENSP00000428085	0	0	0	0	0.996	0.992	0.900	0.628	0.999
FAU	RPL10A	4449743	4444285	9606.ENSP00000435370	9606.ENSP00000363018	0	0	0	0	0.891	0.960	0.900	0.427	0.999
RPS19	RPL12	4450976	4442534	9606.ENSP00000470972	9606.ENSP00000354739	0.218	0	0	0	0.994	0.992	0.900	0.447	0.999
RPL35A	RPS9	4449013	4437909	9606.ENSP00000419117	9606.ENSP00000302896	0	0	0	0	0.990	0.992	0.900	0.253	0.999
RPS10	RPL29	4451602	4448994	9606.ENSP00000481646	9606.ENSP00000418868	0	0	0	0	0.983	0.958	0.900	0.655	0.999
RPL36	RPL34	4450742	4446300	9606.ENSP00000464342	9606.ENSP00000378163	0	0	0	0	0.986	0.992	0.900	0.654	0.999
RPS15	RPL6	4450850	4448260	9606.ENSP00000467466	9606.ENSP00000403172	0.185	0	0	0	0.965	0.991	0.900	0.695	0.999
RPL4	RPL35	4438689	4434707	9606.ENSP00000311430	9606.ENSP00000259469	0.185	0	0	0	0.965	0.991	0.900	0.641	0.999
RPL18	UBA52	4450217	4447538	9606.ENSP00000447001	9606.ENSP00000388107	0	0	0	0	0.937	0.960	0.900	0.296	0.999
RPS25	RPS14	4449729	4447293	9606.ENSP00000435096	9606.ENSP00000385958	0	0	0	0	0.998	0.992	0.900	0.822	0.999
RPL24	RPL13	4446224	4438368	9606.ENSP00000377640	9606.ENSP00000307889	0	0	0	0	0.969	0.992	0.900	0.470	0.999
RPS10	RPS20	4451602	4449502	9606.ENSP00000481646	9606.ENSP00000429374	0	0	0	0	0.976	0.959	0.900	0.719	0.999
RPL36	RPL21	4450742	4441579	9606.ENSP00000464342	9606.ENSP00000346027	0	0	0	0	0.993	0.991	0.900	0.433	0.999
RPL27	UBA52	4450752	4447538	9606.ENSP00000464813	9606.ENSP00000388107	0	0	0	0	0.940	0.960	0.900	0.317	0.999
RPS4X	RPL8	4444232	4435108	9606.ENSP00000362744	9606.ENSP00000262584	0.219	0	0.253	0	0.997	0.988	0.900	0.585	0.999
RPL18	RPL15	4450217	4438491	9606.ENSP00000447001	9606.ENSP00000309334	0	0	0	0	0.992	0.991	0.900	0.625	0.999
RPL11	RPLP1	4444414	4441581	9606.ENSP00000363676	9606.ENSP00000346037	0	0	0	0	0.986	0.992	0.900	0.433	0.999
RPS28	RPS2	4451031	4441195	9606.ENSP00000472469	9606.ENSP00000341885	0	0	0	0	0.971	0.979	0.900	0.718	0.999
RPL7A	RPL8	4443861	4435108	9606.ENSP00000361076	9606.ENSP00000262584	0.078	0	0	0	0.997	0.992	0.900	0.582	0.999
RPL12	RPLP1	4442534	4441581	9606.ENSP00000354739	9606.ENSP00000346037	0.167	0	0	0	0.964	0.992	0.900	0.712	0.999
RPS5	RPL39	4451050	4442650	9606.ENSP00000472985	9606.ENSP00000355315	0.042	0	0	0	0.940	0.960	0.900	0.415	0.999
RPL29	RPS11	4448994	4435953	9606.ENSP00000418868	9606.ENSP00000270625	0	0	0	0	0.993	0.960	0.900	0.398	0.999
RPL24	RPS15A	4446224	4439216	9606.ENSP00000377640	9606.ENSP00000318646	0	0	0	0	0.988	0.992	0.900	0.520	0.999
RPS24	RPL7A	4448728	4443861	9606.ENSP00000414321	9606.ENSP00000361076	0	0	0	0	0.993	0.988	0.900	0.599	0.999
RPL13A	RPS15A	4445957	4439216	9606.ENSP00000375730	9606.ENSP00000318646	0.167	0	0	0	0.995	0.992	0.900	0.361	0.999
RPL13	RPS23	4438368	4437320	9606.ENSP00000307889	9606.ENSP00000296674	0	0	0	0	0.991	0.991	0.900	0.203	0.999
RPL27	RPS15A	4450752	4439216	9606.ENSP00000464813	9606.ENSP00000318646	0.135	0	0	0	0.996	0.991	0.900	0.388	0.999
UBA52	RPL13A	4447538	4445957	9606.ENSP00000388107	9606.ENSP00000375730	0	0	0	0	0.959	0.958	0.900	0.480	0.999
RPL30	RPL13	4449429	4438368	9606.ENSP00000428085	9606.ENSP00000307889	0	0	0	0	0.993	0.992	0.900	0.227	0.999
RPL10A	RPL37	4444285	4436119	9606.ENSP00000363018	9606.ENSP00000274242	0	0	0	0	0.901	0.960	0.900	0.628	0.999
RPS15	RPS27	4450850	4443123	9606.ENSP00000467466	9606.ENSP00000357555	0	0	0	0	0.963	0.992	0.900	0.503	0.999
RPS15	RPL10A	4450850	4444285	9606.ENSP00000467466	9606.ENSP00000363018	0.219	0	0	0	0.990	0.960	0.900	0.331	0.999
NACA	BTF3	4450244	4445420	9606.ENSP00000448035	9606.ENSP00000369965	0	0	0	0	0.737	0.993	0	0.496	0.999
RPL9	RPS3	4448124	4436296	9606.ENSP00000400467	9606.ENSP00000278572	0.295	0	0.352	0	0.996	0.965	0.900	0.640	0.999
RPS28	RPL24	4451031	4446224	9606.ENSP00000472469	9606.ENSP00000377640	0.219	0	0	0	0.952	0.990	0.900	0.331	0.999
RPL35	RPS16	4434707	4434174	9606.ENSP00000259469	9606.ENSP00000251453	0.185	0	0	0	0.991	0.992	0.900	0.588	0.999
RPL29	RPL5	4448994	4443502	9606.ENSP00000418868	9606.ENSP00000359345	0	0	0	0	0.989	0.979	0.900	0.753	0.999
RPL21	RPS27A	4441579	4436015	9606.ENSP00000346027	9606.ENSP00000272317	0	0	0	0	0.982	0.990	0.900	0.211	0.999
RPLP0	GNB2L1	4450282	4449378	9606.ENSP00000449328	9606.ENSP00000426909	0	0	0	0	0.993	0.973	0	0.529	0.999
RPS25	RPL21	4449729	4441579	9606.ENSP00000435096	9606.ENSP00000346027	0	0	0	0	0.998	0.994	0.900	0.333	0.999
RPL30	RPS2	4449429	4441195	9606.ENSP00000428085	9606.ENSP00000341885	0	0	0	0	0.993	0.992	0.900	0.728	0.999
RPS24	RPL22	4448728	4441587	9606.ENSP00000414321	9606.ENSP00000346088	0	0	0	0	0.961	0.957	0.900	0.711	0.999
RPS20	RPL18A	4449502	4433211	9606.ENSP00000429374	9606.ENSP00000222247	0	0	0	0	0.995	0.964	0.900	0.202	0.999
RPS24	RPL10A	4448728	4444285	9606.ENSP00000414321	9606.ENSP00000363018	0	0	0	0	0.999	0.949	0.900	0.542	0.999
RPS27A	RPL35	4436015	4434707	9606.ENSP00000272317	9606.ENSP00000259469	0	0	0	0	0.969	0.962	0.900	0.355	0.999
RPS15A	RPL19	4439216	4433313	9606.ENSP00000318646	9606.ENSP00000225430	0.219	0	0.294	0	0.993	0.992	0.900	0.293	0.999
RPS24	RPL4	4448728	4438689	9606.ENSP00000414321	9606.ENSP00000311430	0	0	0	0	0.991	0.941	0.900	0.525	0.999
RPL27	RPS11	4450752	4435953	9606.ENSP00000464813	9606.ENSP00000270625	0.185	0	0	0	0.996	0.992	0.900	0.645	0.999
RPS5	FAU	4451050	4449743	9606.ENSP00000472985	9606.ENSP00000435370	0	0	0	0	0.979	0.960	0.900	0.335	0.999
RPL27	RPS29	4450752	4446487	9606.ENSP00000464813	9606.ENSP00000379339	0.135	0	0	0	0.993	0.962	0.900	0.758	0.999
RPLP0	RPL13A	4450282	4445957	9606.ENSP00000449328	9606.ENSP00000375730	0.110	0	0	0	0.997	0.988	0.900	0.623	0.999
GNB2L1	RPS27	4449378	4443123	9606.ENSP00000426909	9606.ENSP00000357555	0	0	0	0	0.982	0.964	0	0.245	0.999
RPL24	RPL4	4446224	4438689	9606.ENSP00000377640	9606.ENSP00000311430	0	0	0	0	0.963	0.991	0.900	0.732	0.999
RPL30	RPL29	4449429	4448994	9606.ENSP00000428085	9606.ENSP00000418868	0	0	0	0	0.972	0.958	0.900	0.827	0.999
RPS27A	RPS11	4436015	4435953	9606.ENSP00000272317	9606.ENSP00000270625	0	0	0	0	0.957	0.990	0.900	0.076	0.999
RPS15A	RPL18A	4439216	4433211	9606.ENSP00000318646	9606.ENSP00000222247	0	0	0	0	0.995	0.991	0.900	0.436	0.999
RPL5	RPL15	4443502	4438491	9606.ENSP00000359345	9606.ENSP00000309334	0	0	0	0	0.995	0.992	0.900	0.760	0.999
RPS10	RPL18	4451602	4450217	9606.ENSP00000481646	9606.ENSP00000447001	0	0	0	0	0.945	0.991	0.900	0.716	0.999
RPL29	RPL8	4448994	4435108	9606.ENSP00000418868	9606.ENSP00000262584	0	0	0	0	0.994	0.990	0.900	0.640	0.999
RPS29	RPS7	4446487	4440923	9606.ENSP00000379339	9606.ENSP00000339095	0	0	0	0	0.993	0.841	0.900	0.414	0.999
RPL24	RPS23	4446224	4437320	9606.ENSP00000377640	9606.ENSP00000296674	0	0	0	0	0.959	0.991	0.900	0.320	0.999
RPL10A	RPS16	4444285	4434174	9606.ENSP00000363018	9606.ENSP00000251453	0.135	0	0	0	0.995	0.992	0.900	0.318	0.999
RPS10	RPS9	4451602	4437909	9606.ENSP00000481646	9606.ENSP00000302896	0	0	0	0	0.913	0.991	0.900	0.929	0.999
RPS24	RPS23	4448728	4437320	9606.ENSP00000414321	9606.ENSP00000296674	0	0	0	0	0.993	0.989	0.900	0.775	0.999
RPS19	RPL24	4450976	4446224	9606.ENSP00000470972	9606.ENSP00000377640	0	0	0	0	0.967	0.992	0.900	0.633	0.999
RPL29	RPL10A	4448994	4444285	9606.ENSP00000418868	9606.ENSP00000363018	0	0	0	0	0.991	0.990	0.900	0.459	0.999
RPS15	RPS27A	4450850	4436015	9606.ENSP00000467466	9606.ENSP00000272317	0	0	0	0	0.933	0.960	0.900	0.608	0.999
RPS17	RPL19	4441582	4433313	9606.ENSP00000346046	9606.ENSP00000225430	0	0	0	0	0.985	0.991	0.900	0.839	0.999
NDUFAB1	NDUFB5	4450605	4434674	9606.ENSP00000458770	9606.ENSP00000259037	0	0	0	0	0.875	0.960	0.900	0.498	0.999
RPS2	RPL37	4441195	4436119	9606.ENSP00000341885	9606.ENSP00000274242	0	0	0	0	0.866	0.960	0.900	0.430	0.999
RPS20	RPS14	4449502	4447293	9606.ENSP00000429374	9606.ENSP00000385958	0.167	0	0	0	0.994	0.962	0.900	0.823	0.999
RPL35A	RPL29	4449013	4448994	9606.ENSP00000419117	9606.ENSP00000418868	0	0	0	0	0.973	0.960	0.900	0.857	0.999
RPS5	RPL19	4451050	4433313	9606.ENSP00000472985	9606.ENSP00000225430	0	0	0	0	0.997	0.991	0.900	0.571	0.999
RPS25	RPL34	4449729	4446300	9606.ENSP00000435096	9606.ENSP00000378163	0	0	0	0	0.996	0.991	0.900	0.650	0.999
RPL34	RPL37	4446300	4436119	9606.ENSP00000378163	9606.ENSP00000274242	0	0	0	0	0.940	0.960	0.900	0.713	0.999
RPL30	RPS17	4449429	4441582	9606.ENSP00000428085	9606.ENSP00000346046	0	0	0	0	0.982	0.960	0.900	0.749	0.999
EEF1A1	RPS23	4440919	4437320	9606.ENSP00000339063	9606.ENSP00000296674	0.093	0	0.272	0	0.664	0.972	0.900	0.446	0.999
RPL30	RPS27	4449429	4443123	9606.ENSP00000428085	9606.ENSP00000357555	0	0	0	0	0.983	0.991	0.900	0.687	0.999
RPS6	RPS16	4445386	4434174	9606.ENSP00000369757	9606.ENSP00000251453	0	0	0	0	0.993	0.991	0.900	0.749	0.999
B2M	HLA-A	4450405	4446577	9606.ENSP00000452780	9606.ENSP00000379873	0	0	0	0	0.313	0.962	0.900	0.955	0.999
ATP5J	ATP5E	4447621	4433873	9606.ENSP00000389649	9606.ENSP00000243997	0	0	0	0	0.900	0.976	0.900	0.262	0.999
RPL5	RPL13	4443502	4438368	9606.ENSP00000359345	9606.ENSP00000307889	0	0	0	0	0.993	0.992	0.900	0.239	0.999
RPL27	RPS9	4450752	4437909	9606.ENSP00000464813	9606.ENSP00000302896	0.135	0	0	0	0.992	0.992	0.900	0.178	0.999
RPL29	RPS24	4448994	4448728	9606.ENSP00000418868	9606.ENSP00000414321	0	0	0	0	0.992	0.881	0.900	0.694	0.999
RPS19	RPS3	4450976	4436296	9606.ENSP00000470972	9606.ENSP00000278572	0	0	0	0	0.996	0.963	0.900	0.836	0.999
RPS28	RPS27A	4451031	4436015	9606.ENSP00000472469	9606.ENSP00000272317	0	0	0	0	0.948	0.960	0.900	0.304	0.999
RPS15A	RPS16	4439216	4434174	9606.ENSP00000318646	9606.ENSP00000251453	0.135	0	0	0	0.992	0.992	0.900	0.571	0.999
RPL36	RPS3A	4450742	4441583	9606.ENSP00000464342	9606.ENSP00000346050	0	0	0	0	0.992	0.992	0.900	0.307	0.999
RPS13	RPL11	4449762	4444414	9606.ENSP00000435777	9606.ENSP00000363676	0	0	0	0	0.997	0.991	0.900	0.672	0.999
RPS17	RPS7	4441582	4440923	9606.ENSP00000346046	9606.ENSP00000339095	0	0	0	0	0.980	0.991	0.900	0.734	0.999
RPL35A	RPL12	4449013	4442534	9606.ENSP00000419117	9606.ENSP00000354739	0	0	0	0	0.997	0.992	0.900	0.666	0.999
UBA52	RPS29	4447538	4446487	9606.ENSP00000388107	9606.ENSP00000379339	0	0	0	0	0.940	0.805	0.900	0.527	0.999
RPS25	RPL19	4449729	4433313	9606.ENSP00000435096	9606.ENSP00000225430	0	0	0	0	0.997	0.991	0.900	0.692	0.999
FAU	RPS2	4449743	4441195	9606.ENSP00000435370	9606.ENSP00000341885	0	0	0	0	0.939	0.990	0.900	0.698	0.999
RPL9	RPL18A	4448124	4433211	9606.ENSP00000400467	9606.ENSP00000222247	0	0	0	0	0.997	0.991	0.900	0.694	0.999
RPS5	RPL10A	4451050	4444285	9606.ENSP00000472985	9606.ENSP00000363018	0.167	0	0	0	0.997	0.990	0.900	0.715	0.999
RPS25	RPL9	4449729	4448124	9606.ENSP00000435096	9606.ENSP00000400467	0	0	0	0	0.997	0.992	0.900	0.783	0.999
ATP5F1	ATP5O	4443374	4436853	9606.ENSP00000358737	9606.ENSP00000290299	0	0	0	0	0.991	0.955	0.900	0.791	0.999
RPS2	RPS11	4441195	4435953	9606.ENSP00000341885	9606.ENSP00000270625	0.219	0	0	0	0.991	0.992	0.900	0.803	0.999
RPL39	RPS3A	4442650	4441583	9606.ENSP00000355315	9606.ENSP00000346050	0	0	0	0	0.973	0.986	0.900	0.499	0.999
RPL3	RPL18A	4441576	4433211	9606.ENSP00000346001	9606.ENSP00000222247	0	0	0	0	0.999	0.990	0.900	0.534	0.999
RPS20	RPS15A	4449502	4439216	9606.ENSP00000429374	9606.ENSP00000318646	0.167	0	0	0	0.992	0.949	0.900	0.503	0.999
RPS8	RPS15A	4446579	4439216	9606.ENSP00000379888	9606.ENSP00000318646	0	0	0	0	0.993	0.991	0.900	0.558	0.999
RPL3	RPS7	4441576	4440923	9606.ENSP00000346001	9606.ENSP00000339095	0	0	0	0	0.999	0.984	0.900	0.283	0.999
RPS5	RPL12	4451050	4442534	9606.ENSP00000472985	9606.ENSP00000354739	0.167	0	0	0	0.997	0.991	0.900	0.638	0.999
RPL18	RPS13	4450217	4449762	9606.ENSP00000447001	9606.ENSP00000435777	0	0	0	0	0.982	0.992	0.900	0.578	0.999
RPS13	RPS16	4449762	4434174	9606.ENSP00000435777	9606.ENSP00000251453	0	0	0	0	0.997	0.992	0.900	0.707	0.999
RPS28	RPL36	4451031	4450742	9606.ENSP00000472469	9606.ENSP00000464342	0	0	0	0	0.987	0.991	0.900	0.406	0.999
RPS2	RPS9	4441195	4437909	9606.ENSP00000341885	9606.ENSP00000302896	0.167	0	0	0	0.992	0.992	0.900	0.743	0.999
RPS28	RPS19	4451031	4450976	9606.ENSP00000472469	9606.ENSP00000470972	0	0	0	0	0.995	0.991	0.900	0.769	0.999
RPS25	RPS16	4449729	4434174	9606.ENSP00000435096	9606.ENSP00000251453	0	0	0	0	0.996	0.991	0.900	0.554	0.999
RPS8	RPL39	4446579	4442650	9606.ENSP00000379888	9606.ENSP00000355315	0	0	0	0	0.949	0.960	0.900	0.495	0.999
RPL39	RPS3	4442650	4436296	9606.ENSP00000355315	9606.ENSP00000278572	0	0	0	0	0.959	0.809	0.900	0.547	0.999
RPS5	RPL3	4451050	4441576	9606.ENSP00000472985	9606.ENSP00000346001	0.135	0	0	0	0.996	0.978	0.900	0.672	0.999
RPL13A	RPL4	4445957	4438689	9606.ENSP00000375730	9606.ENSP00000311430	0.135	0	0	0	0.995	0.991	0.900	0.675	0.999
RPL15	RPS23	4438491	4437320	9606.ENSP00000309334	9606.ENSP00000296674	0	0	0.226	0	0.992	0.991	0.900	0.747	0.999
GNB2L1	RPS7	4449378	4440923	9606.ENSP00000426909	9606.ENSP00000339095	0	0	0	0	0.993	0.960	0	0.114	0.999
UBA52	RPS15A	4447538	4439216	9606.ENSP00000388107	9606.ENSP00000318646	0	0	0	0	0.930	0.984	0.900	0.325	0.999
RPS14	RPL13A	4447293	4445957	9606.ENSP00000385958	9606.ENSP00000375730	0.167	0	0	0	0.995	0.991	0.900	0.487	0.999
PSMB1	PSMB7	4435028	4434704	9606.ENSP00000262193	9606.ENSP00000259457	0	0	0.305	0	0.840	0.991	0.900	0.736	0.999
RPL34	RPS16	4446300	4434174	9606.ENSP00000378163	9606.ENSP00000251453	0	0	0	0	0.993	0.991	0.900	0.715	0.999
RPL29	RPS8	4448994	4446579	9606.ENSP00000418868	9606.ENSP00000379888	0	0	0	0	0.988	0.959	0.900	0.455	0.999
RPS29	RPS6	4446487	4445386	9606.ENSP00000379339	9606.ENSP00000369757	0	0	0	0	0.997	0.840	0.900	0.639	0.999
FAU	RPS3A	4449743	4441583	9606.ENSP00000435370	9606.ENSP00000346050	0	0	0	0	0.934	0.960	0.900	0.086	0.999
RPL10A	RPS2	4444285	4441195	9606.ENSP00000363018	9606.ENSP00000341885	0.167	0	0	0	0.976	0.992	0.900	0.511	0.999
RPS5	EEF1A1	4451050	4440919	9606.ENSP00000472985	9606.ENSP00000339063	0.093	0	0	0	0.758	0.972	0.900	0.434	0.999
RPS13	RPL37	4449762	4436119	9606.ENSP00000435777	9606.ENSP00000274242	0	0	0	0	0.941	0.977	0.900	0.414	0.999
RPL18	FAU	4450217	4449743	9606.ENSP00000447001	9606.ENSP00000435370	0	0	0	0	0.959	0.964	0.900	0.413	0.999
RPL39	RPS23	4442650	4437320	9606.ENSP00000355315	9606.ENSP00000296674	0.046	0	0	0	0.937	0.960	0.900	0.481	0.999
RPS5	RPS14	4451050	4447293	9606.ENSP00000472985	9606.ENSP00000385958	0.167	0	0	0	0.997	0.990	0.900	0.806	0.999
RPS14	RPL8	4447293	4435108	9606.ENSP00000385958	9606.ENSP00000262584	0.167	0	0.406	0	0.998	0.992	0.900	0.702	0.999
RPL18	RPS11	4450217	4435953	9606.ENSP00000447001	9606.ENSP00000270625	0	0	0	0	0.987	0.992	0.900	0.779	0.999
RPL6	RPL24	4448260	4446224	9606.ENSP00000403172	9606.ENSP00000377640	0	0	0	0	0.985	0.991	0.900	0.605	0.999
RPL6	RPL9	4448260	4448124	9606.ENSP00000403172	9606.ENSP00000400467	0.185	0	0	0	0.997	0.988	0.900	0.810	0.999
UBA52	RPL19	4447538	4433313	9606.ENSP00000388107	9606.ENSP00000225430	0	0	0	0	0.939	0.960	0.900	0.612	0.999
RPS24	RPL37	4448728	4436119	9606.ENSP00000414321	9606.ENSP00000274242	0	0	0	0	0.941	0.960	0.900	0.659	0.999
RPL5	RPL21	4443502	4441579	9606.ENSP00000359345	9606.ENSP00000346027	0	0	0	0	0.999	0.992	0.900	0.858	0.999
RPL10A	RPS15A	4444285	4439216	9606.ENSP00000363018	9606.ENSP00000318646	0.167	0	0	0	0.997	0.991	0.900	0.698	0.999
B2M	HLA-E	4450405	4444757	9606.ENSP00000452780	9606.ENSP00000365817	0	0	0	0	0.347	0.962	0.900	0.640	0.999
EEF1A1	EEF1G	4440919	4440309	9606.ENSP00000339063	9606.ENSP00000331901	0	0	0	0	0.928	0.881	0.900	0.904	0.999
RPS5	RPS23	4451050	4437320	9606.ENSP00000472985	9606.ENSP00000296674	0.167	0	0	0	0.992	0.991	0.900	0.568	0.999
FAU	RPL35	4449743	4434707	9606.ENSP00000435370	9606.ENSP00000259469	0	0	0	0	0.980	0.959	0.900	0.529	0.999
RPS3A	RPL4	4441583	4438689	9606.ENSP00000346050	9606.ENSP00000311430	0	0	0.200	0	0.995	0.992	0.900	0.678	0.999
RPS4X	RPL15	4444232	4438491	9606.ENSP00000362744	9606.ENSP00000309334	0	0	0.361	0	0.995	0.992	0.900	0.647	0.999
RPS28	RPL30	4451031	4449429	9606.ENSP00000472469	9606.ENSP00000428085	0	0	0	0	0.971	0.960	0.900	0.746	0.999
RPS13	RPL8	4449762	4435108	9606.ENSP00000435777	9606.ENSP00000262584	0	0	0.222	0	0.997	0.992	0.900	0.726	0.999
RPS6	RPL5	4445386	4443502	9606.ENSP00000369757	9606.ENSP00000359345	0	0	0	0	0.997	0.992	0.900	0.806	0.999
RPS4X	RPL13	4444232	4438368	9606.ENSP00000362744	9606.ENSP00000307889	0	0	0	0	0.994	0.992	0.900	0.069	0.999
RPL36	RPL35	4450742	4434707	9606.ENSP00000464342	9606.ENSP00000259469	0	0	0	0	0.997	0.992	0.900	0.574	0.999
RPS20	RPL35	4449502	4434707	9606.ENSP00000429374	9606.ENSP00000259469	0.219	0	0	0	0.986	0.960	0.900	0.535	0.999
NDUFB2	NDUFB4	4449010	4432741	9606.ENSP00000419087	9606.ENSP00000184266	0	0	0	0	0.350	0.944	0.900	0.846	0.999
RPL27	RPL19	4450752	4433313	9606.ENSP00000464813	9606.ENSP00000225430	0.178	0	0	0	0.997	0.992	0.900	0.554	0.999
RPS13	GNB2L1	4449762	4449378	9606.ENSP00000435777	9606.ENSP00000426909	0	0	0	0	0.993	0.966	0	0.093	0.999
RPS27	RPS15A	4443123	4439216	9606.ENSP00000357555	9606.ENSP00000318646	0	0	0	0	0.999	0.967	0.900	0.532	0.999
RPL10	RPS15A	4448690	4439216	9606.ENSP00000413436	9606.ENSP00000318646	0.093	0	0	0	0.992	0.963	0.900	0.258	0.999
RPS5	RPL37	4451050	4436119	9606.ENSP00000472985	9606.ENSP00000274242	0	0	0	0	0.882	0.960	0.900	0.319	0.999
RPL10A	RPL22	4444285	4441587	9606.ENSP00000363018	9606.ENSP00000346088	0	0	0	0	0.960	0.992	0.900	0.698	0.999
RPS3	RPL37	4436296	4436119	9606.ENSP00000278572	9606.ENSP00000274242	0	0	0	0	0.920	0.903	0.900	0.705	0.999
ATP5F1	ATP5H	4443374	4437775	9606.ENSP00000358737	9606.ENSP00000301587	0	0	0	0	0.987	0.998	0.900	0.858	0.999
RPS13	RPS3A	4449762	4441583	9606.ENSP00000435777	9606.ENSP00000346050	0.219	0	0	0	0.996	0.992	0.900	0.666	0.999
RPL36	RPL36A	4450742	4448320	9606.ENSP00000464342	9606.ENSP00000404375	0	0	0	0	0.771	0.956	0.900	0.682	0.999
GNB2L1	RPS11	4449378	4435953	9606.ENSP00000426909	9606.ENSP00000270625	0	0	0	0	0.993	0.960	0	0.163	0.999
S100A10	ANXA2	4443194	4441580	9606.ENSP00000357801	9606.ENSP00000346032	0	0	0	0	0.759	0.538	0.900	0.921	0.999
